MTD	mzTab-version	1.0
MTD	mzTab-mode	Summary
MTD	mzTab-type	Quantification
MTD	description	Aligned peak list-TGdd
MTD	software[1]	[MS, MS:1002342, MZmine, 2.38]
MTD	smallmolecule_search_engine_score[1]	[MS, MS:1001153, search engine specific score, ]
MTD	fixed_mod[1]	[MS, MS:1002453, No fixed modifications searched, ]
MTD	variable_mod[1]	[MS, MS:1002454, No variable modifications searched, ]
MTD	small_molecule-quantification_unit	[PRIDE, PRIDE:0000330, Arbitrary quantification unit, ]
MTD	ms_run[1]-location	file:/QE2_sbs_11_2[blank].mzXML
MTD	ms_run[2]-location	file:/QE2_sbs_11_18[pooled_qc].mzXML
MTD	ms_run[3]-location	file:/QE2_sbs_11_17[neat_qc].mzXML
MTD	ms_run[4]-location	file:/QE2_sbs_11_1[blank].mzXML
MTD	assay[1]-ms_run_ref	ms_run[1]
MTD	assay[2]-ms_run_ref	ms_run[2]
MTD	assay[3]-ms_run_ref	ms_run[3]
MTD	assay[4]-ms_run_ref	ms_run[4]

SMH	identifier	chemical_formula	smiles	inchi_key	description	exp_mass_to_charge	calc_mass_to_charge	charge	retention_time	taxid	species	database	database_version	uri	spectra_ref	search_engine	best_search_engine_score[1]	modifications	smallmolecule_abundance_assay[1]	opt_assay[1]_peak_mz	opt_assay[1]_peak_rt	opt_assay[1]_peak_height	smallmolecule_abundance_assay[2]	opt_assay[2]_peak_mz	opt_assay[2]_peak_rt	opt_assay[2]_peak_height	smallmolecule_abundance_assay[3]	opt_assay[3]_peak_mz	opt_assay[3]_peak_rt	opt_assay[3]_peak_height	smallmolecule_abundance_assay[4]	opt_assay[4]_peak_mz	opt_assay[4]_peak_rt	opt_assay[4]_peak_height
SML	null	null	null	null	null	84.96051788330078	null	null	0.09398888888888889	null	null	null	null	null	null	null	null	null	2360937.71978125	84.9604721069336	0.09346666666666666	2290071.0	null	null	null	null	1346484.2144218744	84.96052551269531	0.09391666666666666	1999544.75	1120094.2310000001	84.96055603027344	0.09458333333333332	1367184.75
SML	null	null	null	null	null	84.96027755737305	null	null	16.930333333333333	null	null	null	null	null	null	null	null	null	955112.8914648504	84.9603042602539	16.952666666666666	95600.9140625	null	null	null	null	null	null	null	null	739808.1667578218	84.96025085449219	16.908	91335.4375
SML	null	null	null	null	null	85.0403938293457	null	null	17.437333333333335	null	null	null	null	null	null	null	null	null	9.31451970149993E7	85.04042053222656	17.485666666666667	9891359.0	1.0003479230749992E8	85.04042053222656	17.436500000000002	9954011.0	8.450562269250016E7	85.04042053222656	17.398333333333333	8607230.0	1.0018611642499964E8	85.04031372070312	17.428833333333333	1.0192364E7
SML	null	null	null	null	null	85.04035186767578	null	null	0.07881666666666667	null	null	null	null	null	null	null	null	null	9825390.182990238	85.04036712646484	0.08126666666666667	1.0369852E7	4099900.977562501	85.04035949707031	0.07581666666666667	4174913.25	2363197.282265626	85.04033660888672	0.07586666666666667	2343926.0	4254357.892789062	85.04034423828125	0.08231666666666666	4209890.0
SML	null	null	null	null	null	86.0436840057373	null	null	17.446958333333335	null	null	null	null	null	null	null	null	null	3001154.8466406036	86.04370880126953	17.458166666666667	346021.9375	3071581.382578091	86.04370880126953	17.442	328104.75	2636779.8082031137	86.04370880126953	17.458833333333335	288610.65625	3026553.464687472	86.04360961914062	17.428833333333333	343230.6875
SML	null	null	null	null	null	86.04364204406738	null	null	0.0788875	null	null	null	null	null	null	null	null	null	289721.62357714854	86.04366302490234	0.07568333333333334	317960.78125	121106.84894531254	86.04367065429688	0.08168333333333333	123899.7265625	65471.24620556643	86.0436019897461	0.07586666666666667	78375.2421875	126742.05528125	86.04363250732422	0.08231666666666666	125693.0546875
SML	null	null	null	null	null	86.043701171875	null	null	17.337	null	null	null	null	null	null	null	null	null	1690559.7168750002	86.043701171875	17.337	313027.125	null	null	null	null	null	null	null	null	null	null	null	null
SML	null	null	null	null	null	86.06075477600098	null	null	0.1787875	null	null	null	null	null	null	null	null	null	2.25919923821875E7	86.06073760986328	0.18434999999999999	2269256.0	1.0175358307781251E7	86.06073760986328	0.16606666666666667	908598.75	1.0640604033867184E7	86.06074523925781	0.18463333333333332	998143.9375	2.4522414593062505E7	86.06079864501953	0.18009999999999998	2223419.75
SML	null	null	null	null	null	86.06077003479004	null	null	17.021833333333333	null	null	null	null	null	null	null	null	null	2462128.375781242	86.06077575683594	17.021666666666665	485605.9375	999297.0173828484	86.06077575683594	17.019666666666666	244799.609375	1290781.2598437497	86.06076049804688	17.019	286252.46875	3276502.0206249524	86.0607681274414	17.027	591861.9375
SML	null	null	null	null	null	86.09707260131836	null	null	16.941333333333333	null	null	null	null	null	null	null	null	null	1.696313884437501E7	86.09707260131836	16.941333333333333	1908528.625	null	null	null	null	null	null	null	null	null	null	null	null
SML	null	null	null	null	null	86.09713172912598	null	null	0.094025	null	null	null	null	null	null	null	null	null	4120316.408749512	86.09708786010742	0.09346666666666666	982917.8125	null	null	null	null	null	null	null	null	2471924.9939877936	86.09717559814453	0.09458333333333332	498980.96875
SML	null	null	null	null	null	87.00483798980713	null	null	0.09395833333333332	null	null	null	null	null	null	null	null	null	2016902.9732524413	87.00486373901367	0.09346666666666666	2186022.75	2468009.2818593737	87.00480651855469	0.09386666666666667	4043091.75	2935285.2384062484	87.00482177734375	0.09391666666666666	5335865.5	1743478.0516992188	87.0048599243164	0.09458333333333332	1212900.5
SML	null	null	null	null	null	87.09242630004883	null	null	16.95588888888889	null	null	null	null	null	null	null	null	null	3956774.412187485	87.0923957824707	16.941333333333333	425003.125	2372760.593749988	87.09244537353516	16.9635	277915.28125	2348055.8857030966	87.09243774414062	16.962833333333332	269416.34375	null	null	null	null
SML	null	null	null	null	null	87.09242757161458	null	null	5.358149999999999	null	null	null	null	null	null	null	null	null	1253695.8318984332	87.09244537353516	5.3538499999999996	427031.5625	1104428.5360224622	87.0924072265625	5.339733333333333	357882.9375	953606.4650361263	87.0924301147461	5.380866666666666	334503.375	null	null	null	null
SML	null	null	null	null	null	87.09241008758545	null	null	0.10093333333333333	null	null	null	null	null	null	null	null	null	275769.79756445315	87.0924072265625	0.11046666666666667	49212.328125	156584.47648095703	87.09242248535156	0.09931666666666666	40872.52734375	147103.99391674806	87.09241485595703	0.09936666666666666	33299.0390625	226425.8368310547	87.0923957824707	0.09458333333333332	57942.57421875
SML	null	null	null	null	null	88.02395629882812	null	null	0.22105	null	null	null	null	null	null	null	null	null	3.788577482135937E7	88.02394104003906	0.09346666666666666	4383520.0	4.4292087724249996E7	88.02396392822266	0.24193333333333333	3876202.25	4.6665035809375E7	88.02397155761719	0.2861333333333333	3860547.5	2.4912595493437495E7	88.0239486694336	0.26266666666666666	2397029.0
SML	null	null	null	null	null	88.02375793457031	null	null	16.861166666666666	null	null	null	null	null	null	null	null	null	519480.07464843785	88.02375793457031	16.861166666666666	74503.125	null	null	null	null	null	null	null	null	null	null	null	null
SML	null	null	null	null	null	88.0764570236206	null	null	0.17096666666666666	null	null	null	null	null	null	null	null	null	3464440.1477031247	88.07644653320312	0.16546666666666668	384183.1875	2532842.9360703123	88.07646942138672	0.14738333333333334	270429.6875	2682514.894582031	88.07645416259766	0.18463333333333332	259684.953125	3905881.547185547	88.07645797729492	0.18638333333333332	388501.0
SML	null	null	null	null	null	89.5072193145752	null	null	16.998666666666665	null	null	null	null	null	null	null	null	null	1.2707193651875058E7	89.50724411010742	16.998666666666665	1411086.875	null	null	null	null	null	null	null	null	9766816.53156257	89.50719451904297	16.998666666666665	960435.25
SML	null	null	null	null	null	89.5073595046997	null	null	0.08993749999999999	null	null	null	null	null	null	null	null	null	3789279.0793828117	89.50742721557617	0.09346666666666666	5832799.0	1.3586466599257808E7	89.50733184814453	0.08853333333333334	1.705813E7	1.3933818011363277E7	89.50732421875	0.08858333333333333	1.8869724E7	5155157.780927735	89.50735473632812	0.08916666666666666	7864498.0
