mz,rt,QE2_sbs_11_1.blank.,QE2_sbs_11_10.2S.,QE2_sbs_11_11.27NOC.,QE2_sbs_11_12.30NOC.,QE2_sbs_11_13.3S.,QE2_sbs_11_14.6S.,QE2_sbs_11_15.29NOC.,QE2_sbs_11_16.blank.,QE2_sbs_11_17.neat_qc.,QE2_sbs_11_18.pooled_qc.,QE2_sbs_11_19.16N.,QE2_sbs_11_2.blank.,QE2_sbs_11_20.11N.,QE2_sbs_11_21.1S.,QE2_sbs_11_22.26NOC.,QE2_sbs_11_23.28NOC.,QE2_sbs_11_24.17OC.,QE2_sbs_11_25.18OC.,QE2_sbs_11_26.23OC.,QE2_sbs_11_27.24OC.,QE2_sbs_11_28.12N.,QE2_sbs_11_29.blank.,QE2_sbs_11_3.blank.,QE2_sbs_11_30.neat_qc.,QE2_sbs_11_31.pooled_qc.,QE2_sbs_11_32.15N.,QE2_sbs_11_33.25NOC.,QE2_sbs_11_34.19OC.,QE2_sbs_11_35.22OC.,QE2_sbs_11_36.31NOC.,QE2_sbs_11_37.21OC.,QE2_sbs_11_38.8S.,QE2_sbs_11_39.20OC.,QE2_sbs_11_4.neat_qc.,QE2_sbs_11_40.13N.,QE2_sbs_11_41.32NOC.,QE2_sbs_11_42.blank.,QE2_sbs_11_43.neat_qc.,QE2_sbs_11_44.pooled_qc.,QE2_sbs_11_45.7S.,QE2_sbs_11_46.14N.,QE2_sbs_11_47.4Sddms2.,QE2_sbs_11_48.10Nddms2.,QE2_sbs_11_49.27NOCddms2.,QE2_sbs_11_5.pooled_qc._150123105329,QE2_sbs_11_5.pooled_qc.,QE2_sbs_11_50.17OCddms2.,QE2_sbs_11_6.4S.,QE2_sbs_11_7.10N.,QE2_sbs_11_8.9N.,QE2_sbs_11_9.5S.
266.8511142,0.737968048,0,2925932.996,2644817.022,2904523.175,2989511.667,2930629.32,3183623.519,0,0,0,2963846.006,172760.2955,2956553.606,2950285.151,3002085.067,2889116.965,1835186.086,3094835.604,2698985.952,2703878.119,2585070.078,0,179165.8103,221295.8679,2889548.914,2851867.024,2793801.445,2892875.489,2650926.578,2920111.077,3379051.269,2955729.163,2767229.225,272344.6272,2932041.242,3287726.618,0,0,2883935.846,2985156.291,2881320.042,2995427.113,2963393.171,2540719.039,2476955.702,3260922.396,1731591.606,3151571.795,2962150.215,2587632.583,2993261.673
182.9035235,0.739181123,0,576534.2943,591418.8018,632332.0491,593360.028,579980.7984,665382.7333,0,0,0,606460.3999,0,648708.0713,645007.9775,721199.4589,608258.7032,682856.9382,595426.6525,655122.2376,673888.9283,594030.492,0,98086.47377,74225.50589,655372.0362,610136.5941,702028.9024,637761.5562,709279.5135,670455.6717,606919.0697,644421.4339,678697.8979,0,649492.3844,676987.7196,0,0,647611.0101,636841.3798,672169.9558,630847.6118,623617.0173,557754.1408,617508.4721,781203.8889,728067.7429,626069.1741,596998.9949,579456.3751,622423.6444
264.8504545,0.739933765,0,5915574.634,5250740.738,6328178.11,6499217.539,6092367.097,7006164.365,0,0,0,6219187.538,0,5842877.997,6602186.992,6595927.056,5934039.702,3080838.257,6082858.39,5673669.101,5991020.157,5561856.283,0,0,215110.4725,6069336.306,6151491.09,5823235.475,5977087.984,6068074.453,5697443.152,6896395.31,6033166.095,6313566.279,0,6355007.166,7061608.11,0,0,6305983.639,6321001.741,6297918.755,6530015.639,6292724.474,5019671.874,5366542.511,6982851.467,2987299.037,6434966.014,5984318.671,4915346.369,6252471.148
348.8792081,0.740525278,0,2376715.599,1795351.365,1903390.305,2674231.182,2658401.616,1778967.07,0,0,0,2341398.433,0,2241942.366,2184346.298,1747373.787,2098774.759,1555560.332,2190898.168,1820929.686,1636125.7,2387934.935,0,0,11388.62788,2157473.495,2195252.778,1731171.952,1884504.023,1755855.762,2270725.116,1746545.192,2125473.992,1819891.984,0,2281522.207,2155668.759,0,0,2195101.446,2340522.424,2396064.106,1366435.695,1461417.683,1708618.235,2662943.442,1775285.52,1730635.7,2615957.761,2563199.769,2273294.206,2434286.733
176.8974576,0.741241246,10758623.92,1293798.166,1142936.791,1689773.772,1734811.479,1416570.659,2117570.104,10192875.07,10595899.05,11391473.88,1447628.662,10099059.01,1329858.694,1867177.327,1981958.662,1537162.434,648191.1305,1399970.004,6917987.931,9240485.376,1379688.254,9025344.673,9724562.015,9631490.699,1512589.243,1510746.253,4901690.862,1396834.812,7998956.214,1205956.744,1849924.978,1360309.959,7735646.319,10045473.69,1568677.133,1905144.35,8392843.966,8411195.595,1539889.896,1420089.283,1540464.834,1444416.288,1381177.159,1110597.109,1458960.827,1997684.238,601122.9955,1421248.718,1378406.353,1039314.612,1300899.187
193.0345552,0.741738037,0,7663844.068,8075815.102,8674340.301,9124539.169,9946628.453,9006190.751,0,0,0,9688094.489,0,10082268.4,7653153.449,12898823.05,10121117.53,5908481.583,8647838.286,6468679.753,10998967.2,9905905.957,0,909860.308,490641.7347,9584696.417,9852925.748,6783436.929,9089000.784,8449819.454,6448534.672,9377993.801,10758378.18,11527524.58,0,11134764.4,9936596.376,0,0,9708470.42,12231445.97,11207571.21,7257417.952,10071714.55,8689128.214,4824780.067,5910542.874,7448543.631,9774197.237,8425697.831,10248465.64,9397590.969
98.91979828,0.742413485,0,472997.5763,455012.0669,609869.5784,587691.0194,508177.4284,628077.1528,0,0,0,553377.2343,0,528457.193,659746.4355,674050.5924,593263.2513,336502.7673,519319.2123,585591.0961,686534.5728,499418.343,0,0,47422.81253,611026.9973,603134.8102,551233.4737,648032.2148,654238.6685,520868.2942,621538.4479,577802.9376,676513.7608,0,579820.7414,668688.1777,0,0,614317.0263,601877.0185,653463.2829,619585.3998,621973.9443,461978.884,331592.2845,1200916.282,328342.3058,428631.9939,439997.3316,422307.4608,476246.4503
294.8716502,0.742815166,0,618805.5043,692664.1506,960732.2449,804826.6311,712880.7063,1136574.606,0,0,0,662572.889,0,589039.7384,832344.9902,1245399.175,701943.7778,485991.145,676977.5093,701878.2987,1066645.44,622995.8078,0,0,171444.5567,743573.1704,700497.602,921137.7577,658436.3497,1045487.162,639401.535,811114.9567,541816.6846,937912.7753,0,654457.2294,852348.2317,0,0,713779.8243,633010.6594,857234.9354,638166.5646,694868.7747,566988.0647,960340.0163,1342999.317,445263.6962,693396.5343,697337.0725,619256.4666,639654.8631
201.941261,0.745551699,0,24556589.51,15770247.46,23123501.09,38206379.1,33686392.1,22135858.33,0,0,0,29489793.16,0,26402901.94,34895869.13,18504029.27,25720237.13,14730061.11,26548344.53,19680996.75,20879188.61,29633785.01,0,0,317310.9763,26050741.28,28243590.08,15376312.11,21717222.32,18743531.57,24886616.27,21654457.3,25330645.14,23753476.31,0,30476341.67,29628456.97,0,0,26151702.73,29290871.21,29940011.94,31548953.96,34605694.98,15114505.48,23710686.77,39871071.08,14798302.55,29048286.52,32094178.2,22756542.95,28314432.74
305.9143698,0.746418313,0,1015744.948,956339.1295,1061306.186,942584.1119,954455.3314,993350.1612,362462.4984,435095.5079,346621.32,950077.955,0,944206.6222,940964.211,1077760.007,943255.2622,952573.088,1121689.987,951010.3545,883686.4773,1026573.503,0,118449.0906,196858.6614,941642.7685,911202.7883,1014276.887,897310.0197,1008238.901,1029832.02,997802.2817,1016582.861,1072423,0,962001.7489,1044426.249,0,0,1091440.478,940022.5145,1027262.329,989282.7073,1046885.113,919604.8767,838769.279,918404.7121,844304.5466,979153.5375,885063.8068,1156878.965,974082.8569
152.0030927,0.747138031,0,15565176.48,14930602.3,18134098.22,20484848.97,16990886.12,18994601.12,0,0,0,17532685.44,0,16998224.59,22022955.52,20002916.56,16841158.28,12699402.72,18380359.19,17044697.48,20811002.99,19432671.75,0,753296.4781,1119263.387,19066409.61,20762997.24,15913301.07,19835734.63,20705019.06,18426137.28,40460252.78,20685629.93,21750557.4,0,20741987.29,20681043.88,0,0,22250044.22,19699351.32,21645007.55,19918768.89,22168758.64,16758719.72,31778171.28,25300090.66,15452123.05,18350796.37,18782365.41,15198125.58,16894461.69
179.9849216,0.748938137,0,4973341.152,3816230.685,5189232.362,6243246.966,5648454.287,5102255.129,0,721880.2711,720598.3959,5593829.379,0,5081123.681,6779746.791,4683827.398,4983843.297,3175994.698,4778119.578,4506364.325,5042915.639,5229233.126,0,443518.8947,602441.3962,5220502.443,5679222.302,3709578.725,5523416.129,4418667.815,4608722.993,5190428.771,5819677.468,4827341.032,436943.6572,5441420.335,6143038.957,0,649669.7242,5144124.938,5520625.745,5658234.815,5602485.381,5488499.394,3755163.587,5054712.922,5398737.965,3207521.575,5924680.768,5656849.404,4215079.631,5650184.707
181.9622862,0.749256522,2674706.781,7290599.595,6130936.419,8878443.72,9221087.447,7824075.677,8888884.638,1425849.496,1388936.341,1523986.103,7896257.794,1409893.029,7446150.515,11084158.22,8893336.949,7353332.228,4036213.456,7524327.777,8804117.507,11804780.86,8633011.795,1182042.777,1235269.722,320392.6049,8415379.036,7907735.379,7319051.476,6778151.597,9290502.982,6356525.015,8482693.889,7493206.154,10706963.49,1243318.199,8559764.15,8183594.31,1174616.873,1229751.153,8635527.748,8375905.479,8225880.185,8469026.468,11605793.41,6223494.397,7556425.317,10847758.29,4246095.144,7663269.069,9114725.519,5849219.912,7635838.443
223.0136663,0.749256522,0,10364603.76,10371375.82,15050022.26,15438782.64,11805659.89,16087784.6,0,0,0,12219736.69,0,11202487.81,16817996.39,14714132.24,11733184.69,5110994.499,12000907.13,13006017.54,17190832.52,11807943.51,0,0,104641.3814,12444031.67,11875056.19,10698687.87,12072768.8,15847569.18,8156265.096,15300069.4,11012011.9,16911599.24,0,12388012.56,15187328.8,0,0,12426845.55,11462355.48,11304365.54,12262569.27,12735475.15,8765697.841,15437146.36,25757156.58,5566168.623,11978706.41,12078009.7,7687678.873,11212596.9
235.0352918,0.751104044,0,11703900.42,11168337.42,10051408.23,10251017.12,11525061.09,11928295.68,0,0,0,11630500.49,0,12601228.38,8739305.318,11357209.4,10300076.17,15725472.11,11000669.83,11528390.58,11162726.09,12985518.87,0,185195.8677,107385.7681,13124383.49,9733839.14,10537694.22,11437015.84,10757045.94,14100792.63,11013685.74,13666743.6,12044160.64,0,11271051.24,11020558.39,0,0,12980016.69,10715142.75,11055009.1,13452997.1,15491036.64,10336785.88,10605289.42,11258329.5,16233167.66,12599961.7,14487580.04,14580718.64,7118207.756
364.8594558,0.751218554,0,1283089.677,802839.6433,1232663.311,2226421.7,1962223.75,1138096.216,0,0,0,1528850.155,0,1346592.078,1850230.722,924557.6045,1196750.87,544547.3639,1326439.67,981654.6439,979311.9158,1639829.305,0,4538.116881,8005.243459,1235591.773,1537009.867,814111.5904,1185318.054,946212.1656,1361562.754,1289269.457,1236811.264,1051595.113,0,1600764.821,1441523.027,0,0,1325690.991,1484685.428,1596299.769,1098399.417,1303045.813,650891.5895,2456848.118,1280302.437,542892.2595,1709083.252,1805883.407,1145832.592,1433017.837
250.9932856,0.751299526,0,3163764.217,3121718.301,3743751.819,3347764.112,3557988.824,3659356.925,0,0,0,3018603.524,0,3008488.534,3584473.628,3588105.778,3140615.908,3582440.363,3286496.38,3379175.109,3820990.095,3472773.811,0,144638.5875,480915.2337,3243535.234,2922037.669,3126129.921,2838934.291,3843719.194,3197952.931,3586306.499,2970667.588,3934644.494,822803.8495,3116176.948,3651434.707,0,0,3474054.118,3168003.874,3455488.618,3208796.547,4194124.851,2908598.48,4350371.895,4445552.831,3355424.759,3271477.457,3740111.531,3680835.58,3242422.249
178.0597641,0.757782803,3467719.372,2416642.122,2976729.858,3671544.149,2258658.499,1900105.496,2789594.697,6300756.868,6043520.814,5990872.211,2124488.96,4851691.374,2195161.19,3055747.073,3222234.22,2749761.281,2388732.6,2192203.47,3875688.598,4687676.02,2937211.63,7270176.876,4648793.885,41971.6729,2739711.082,2065855.456,3089860.538,2127861.742,3933652.749,1651092.647,2847108.509,1950869.563,4095348.779,4120404.852,2107765.73,2314219.985,7602987.409,7631263.439,2514277.592,2077058.279,2424952.924,1918844.399,2483512.438,2855265.405,2341931.711,3621667.893,2433393.24,1884261.545,2673336.228,2382021.738,2176692.273
353.91547,0.757814336,0,512505.8002,300948.8358,441157.2865,910807.1111,760069.1272,437665.2998,0,0,0,691314.5248,0,598740.9215,757692.8418,390652.2188,539446.0387,345202.9213,587607.0698,376543.2034,381167.1665,640883.3304,0,1564.919923,0,515834.9586,701218.5706,260055.0754,498035.8569,474712.0966,539605.4351,498050.9299,545115.939,457976.0626,0,656005.2032,556563.5776,0,0,531690.9439,596959.8688,622789.1294,668750.5386,778399.6206,257631.1345,569160.459,1142324.457,264469.7745,745410.6958,739198.7478,559714.701,673244.9313
299.9375796,0.758282776,0,456040.2986,611105.1274,783748.0063,534641.6524,562713.4321,760326.0719,0,0,0,629248.7585,0,538224.0711,657111.3537,709299.0571,578314.1934,388571.2284,668745.2296,699142.8817,796359.9853,483684.9355,0,13601.46109,24276.38657,696820.4662,563466.7295,620321.556,452709.5448,765417.253,470897.5848,642728.6072,557207.0198,735168.6258,0,588150.9044,613648.0532,0,0,472376.9732,454006.54,450332.5029,494601.8183,673929.7043,639740.1784,688022.0168,948478.5978,370343.1806,495815.3804,573244.9375,384158.507,642009.914
337.8980802,0.758282776,0,760956.4025,557279.6764,616622.5888,972266.0724,825769.3467,744230.4382,0,0,0,815752.661,0,763620.7402,867976.2311,493183.5668,682984.7966,515071.0721,709706.1423,545911.3372,586166.8418,780992.9504,0,2474.248766,3001.275659,690029.7215,717002.0241,528523.2767,571309.9549,459362.423,681095.9048,617584.5148,726917.6582,571728.6326,0,788220.8352,743017.701,0,0,642209.5552,691810.5123,826812.0732,712399.5011,805413.676,485652.157,821095.4091,1031639.169,472281.0928,826769.0102,841117.1353,738337.6741,752151.6393
213.0748013,0.76106841,0,11784912.12,14579144.3,20198516.45,14992745.57,12438253.87,20566738.16,0,0,0,12341520.43,0,11282609.52,18444936.99,20501636.03,16000011.21,9232150.784,13950175.2,19402713.72,24956382.23,15402411.11,0,77939.5097,84026.93951,15822348.16,13372875.17,16728480.4,12787111.49,24492030.15,10787302.46,18423562.28,11651185.52,24166484.52,0,14105953.87,17721567.91,0,0,15077219.92,12489126.61,13473927.45,14850023.44,17901299.77,9913762.169,20340925.44,26960221.03,10634355.62,11986257.5,14624885.33,10879000.05,12596159.6
106.0392846,0.761962698,0,73670277.94,68559020.96,83228858.38,79805474.49,77649605.64,83386731.11,0,0,0,80360097.29,0,80428071.86,92642956.27,86578446.48,77434749.64,66426124.46,77044962.58,93716544.71,103856283.3,83890976.69,0,2980419.768,769490.8008,87197500.55,75432656.55,82926767.29,72218645.21,94190913.15,65499740.85,83034178.35,70063607.59,96710358.39,0,76786386.27,84082766.35,0,0,81090102.78,87489984.09,76970933.72,80920593.53,84729001.03,82866923.19,43194298.84,93301023.7,63961813.61,67767503.27,77580381.66,66603415.86,70817272.09
165.9880323,0.763709047,1275493.599,4273840.234,4205608.141,4554593.477,4517619.193,4325743.587,4487171.558,1795982.323,1815245.439,1735410.151,5851939.953,1588159.576,5305789.279,5346762.622,4395981.181,3970332.226,5081208.016,5512608.396,4758319.817,5769600.418,6354059.046,1691784.643,1892703.666,1729489.589,5313080.058,5419224.531,4138714.96,5820951.38,4699609.588,5583876.288,4228503.666,6408383.109,5276744.956,1823015.666,5308010.699,4152743.892,1626067.721,1586218.784,6413285.652,5451202.589,5229214.315,5991915.772,5957169.729,4762858.134,10539180.47,7294861.951,5587731.304,4326971.641,5116375.846,5047577.608,5535870.008
210.0287899,0.766589226,0,6821745.934,3148210.287,5510021.985,8822989.515,7194945.595,5457195.361,0,0,146301.8887,7879506.855,0,7548607.243,8862685.194,5966676.502,7211407.582,3561268.538,8399447.155,7707611.336,6054818.848,7867742.275,0,144518.4114,111082.1629,7864973.72,7412820.08,3451107.233,8136301.651,5117694.644,5541902.138,4424307.898,7705235.46,6054843.896,175054.5637,7626444.753,4230924.99,0,0,8495268.568,4812381.363,7005281.767,4876671.539,5024703.635,6125288.976,6978125.467,5742507.767,3517518.448,6565843.6,7808490.983,5587265.902,8894901.336
156.0627397,0.767574801,0,111560297,118461204.8,161626412.5,116823569.8,108692989,147996788.4,0,0,0,103623800,0,107512839.6,138042620.4,141596946.3,123395630.7,82610925.07,116075944,159383783,184428779.3,128189929.3,0,952608.2107,7777932.053,130577985.1,113019735.8,131890028.4,102420398.4,177137219.1,89460803.68,129078166.9,94785046.09,167788555.5,1228688.442,107663691.8,129350571.7,0,0,126706163.9,115784204.1,120352639.1,96519698.23,127990861,127603425,96955897.56,176960532.8,80792858.96,101069460.4,126938558.8,101802319.4,114074920.2
105.0491286,0.771062373,6861120.767,393241564.7,208098697.4,488199204.1,465356573,448810549.5,511257875.3,0,0,0,469783586,0,457322168.6,515257620.6,528632545.2,242534243.8,345040206.3,447199970.3,480217476.6,552137584.4,424784113.9,0,18902745.29,3190101.111,498921792.7,417895122.8,235815972.5,425170290.9,525430347.7,330588481.2,497741383,200024276.8,558810203.8,0,423075379.3,540261546,0,0,438520778.8,500113925.6,402742479.5,472443244,409365278,452799379.8,180492949.6,629627845.7,306235363.4,399882299.1,400774873.1,371490600.3,399934428.3
347.0229089,0.772861586,0,2034922.687,1000361.889,1380430.556,2235774.106,2345748.19,1322025.279,0,0,0,2036744.908,0,2099255.876,2080585.038,966277.6779,1831297.591,2285654.747,1767257.236,1361348.816,1083980.945,2171316.527,0,4772.221951,53937.10024,1750064.035,1661721.777,1182228.559,1692047.193,927250.2701,1659126.665,1249153.375,1854505.745,1213047.458,5272.440679,1815516.113,1750881.231,0,0,1743386.581,1863651.991,1960560.788,1920669.53,2123976.813,1617336.451,1274910.197,2221327.15,2253455.144,2286842.579,2303011.988,2518884.666,1994834.87
121.0429796,0.773328991,0,25952303.43,25664273.7,23151186.43,20441712.45,21844769.35,23471034.78,0,0,0,21949321.64,0,26181300.49,23269158.55,23289471.69,20705289.68,27959983.52,22890337.86,25061383.53,24505713.1,22407940.71,0,2821963.226,4851566.583,24190726.7,19032271.46,24792690.02,20881637.97,24878223.88,18018162.98,21330259.56,19154514,23169564.91,0,17595221.95,20476077.32,0,0,21425466.7,23749474.15,19030917.08,22957008.53,23077521.19,26812307.92,12026513.76,25565920.1,24274339.27,23764907.88,25733389.04,31263433.61,21121361.8
169.0614621,0.774595288,0,39436908.56,40918679.9,44717211.1,40590571.44,36947230.41,43408913.84,786559.8796,447045.7033,0,40215341.63,0,40360898.44,45096391.27,46787546.58,41275378.84,33320671.91,40082862.77,42316002.03,48283659.26,39661872.16,641725.4521,603782.8417,206438.0815,41475249.44,38820398.59,39045906.71,46021323.68,46160147.49,37952265.51,44575014.57,41603474.53,45722577.15,0,39862408.2,43519124.01,660669.4946,0,41996426.17,38031811.45,37648862.43,36162224.48,36703549.35,41747800.92,46416169.97,69110655.22,31541937.16,41067582.67,38594360.6,35107613.53,35785547.54
163.9834748,0.776451121,7085727.271,20646187.03,12859601.55,17312920.23,27872875.77,26489042.15,16609251.78,7741146.235,7115618.255,6710116.201,22547433.48,4083785.689,20262506.71,25962727.24,12966195.07,19613550.23,12660126.38,20000587.32,15788189.11,15310244.82,24916246.08,0,4155529.161,5829587.631,20082028.41,22344009.39,12249684.39,17861384.23,13864691.16,21181544.02,15430376.36,19588846.74,17504226.18,4013965.493,22489151.52,21664489.14,0,5926431.063,19482900.33,23235684.07,24338244.56,22648862.91,24004713.49,13004312.23,50766170.3,23929298.75,12036344.95,23882035.35,25576505.74,19899985.66,23051235.86
185.9917227,0.777077878,0,20042363.61,13461596.48,16516967.45,24716649.81,24303210,15341975.21,0,0,0,22024030.56,0,20527690.53,23896855.68,14251483.5,18889951.26,15407696.35,20015671.75,16394296.21,14758189.62,22710959.45,0,618038.2812,256243.9929,19817193.23,21035698.69,13290690.55,16975271.21,14384419.51,20256577.1,16157935.3,20468657.04,16159224.63,599806.3484,22148316.33,20338809.75,0,0,19694957.61,22214332.52,23376770.36,23413941.06,24474415.65,13888001.38,17514539.36,29450583.6,14969361.79,22374562.3,23766810.83,19899890.69,21777531.66
279.0275175,0.780896562,0,1289486.577,1021699.534,1765118.439,1823169.159,1574721.916,1868738.262,0,123166.0631,160082.1274,1974216.747,0,763158.9182,1010852.148,1635186.494,1512318.91,704583.5072,792373.2521,1560357.335,1886262.751,881473.0992,0,133473.3899,267496.7111,849753.539,2088950.671,1219857.319,966921.9366,2449652.839,816821.2726,2010021.144,854258.511,1652808.757,137297.6021,1515259.282,1272754.366,0,0,1404339.378,1639859.824,1619196.298,776920.1567,777770.5407,1016885.461,894254.7015,1673700.546,805407.0699,1781777.442,835624.1917,776860.8817,923309.7498
175.1191308,0.782225407,0,380876616.3,499696763,687035241.6,448794332.5,412221570.7,617213661.3,0,0,784328.6623,384467142,0,361830707.9,561144735.5,639060709.7,516653270.7,340409538.9,432325635.9,741493017.1,837563447.9,495522544.2,0,629436.8064,1581542.416,523630415.3,396692436.4,626712726,403904971.2,809198061.7,309781984.1,562377388.9,341747228.7,783263913.8,643110.513,411672124,535456404.8,0,0,513522799.7,440803595.7,423366818.2,341714714.5,456437374.2,544723415.1,411327987.2,730760020.8,329078339.1,360097453.1,478765106.1,376164724.1,407681239.6
358.1846719,0.782428135,0,6616602.742,7448821.892,10330884.19,9119358.744,8054097.904,10618544.96,0,0,0,7672997.801,0,6675480.96,11151362.51,9371125.979,10133070.98,5144545.374,6016448.424,12114880.68,12669214.58,9193029.501,0,0,0,8548091.339,6969077.465,8011087.928,7173128.762,10238153.01,4400237.949,8857094.515,6176850.201,11534343.3,0,7231427.873,8983990.054,0,0,8141176.141,7531426.325,6788661.984,6061330.648,7607236.326,6931234.717,7041093.767,20225554.08,4917412.221,6922685.723,9173916.624,6394736.476,7963770.551
272.0824991,0.783396153,840.1388676,3297930.648,2738171.115,2993658.541,5496732.218,5232913.267,2450070.464,0,528.0918681,1877.229061,3866218.864,0,5333467.991,2090471.343,4616843.293,3298391.357,4609746.483,9214648.646,2564216.032,3936293.585,4177800.67,0,2626.933218,0,4009848.761,3349160.124,1872866.85,2587669.968,3209932.999,1598820.059,3057114.768,9990795.988,3725328.258,792.2361316,3118662.643,2500430.931,843.8325902,0,3735863.295,8433256.425,2992210.686,3092073.889,3274426.04,2329005.811,3956328.672,4684351.189,5113326.22,3660577.781,4282871.685,4685658.157,9560943.306
185.0499129,0.783773202,23326865.11,70886377.03,57774652.7,74194877.28,95436893.49,80245881.02,74825048.61,17460052.24,19881911.77,18742967.51,83711505.07,13483073.92,77036770.68,94625800.77,72413453.13,74869733.19,44500628.71,68772294.87,68581169.54,78945978.49,75516153.09,0,13112261.63,16511037.27,74434486.74,76303098.67,54201935.42,74320551.33,68753363.63,62169829.36,77647691.64,74490601.11,74144808.79,13504690.56,78883183.34,80519223.54,0,0,70092500.25,75736878.7,69116221.46,68213396.32,67076544.81,53362708.62,81942718.57,118146156.8,38584783.5,82703106.77,80450128.29,60178813.46,75879711.12
222.0277604,0.785350783,216888.5081,44913749.95,35789900.57,50218549.75,74900471.14,62905106.26,59220070.76,0,0,122819.9315,62053796.67,0,54062591.08,74447169.09,49467130.45,57928533.31,23718075.06,42949878.26,49257652.16,57407045.52,59363270.3,0,155225.9048,137597.6692,53557022.25,55002586.1,34993753.14,52133868.06,45804207.88,36468795.66,52507043.08,52676636.02,56347632.86,135205.5015,58668333.06,62951835.38,0,0,52047951.56,54428581.69,53552718.8,52818850.9,52640201.66,32563662.82,63423003.27,108703639,22532270.58,58600454.42,59836130.32,38112456.13,54827797.05
131.0344916,0.785362777,1745416.06,67527972.86,61927644.56,54450758.52,61889553.17,60830889.35,48485582.88,19888341.75,22242499.49,23558964.73,63176189.66,18208344.91,69187520.77,59510593.64,55334986.34,55891174.28,78142739.88,68374853.37,60019114.67,52575625.87,58914131.17,17326303.14,19878851.64,6286532.529,62835794.11,57922164.05,56842729.04,54151322.48,57158639.88,60412266.65,59427282.97,62853925.26,53919107.58,23064892.05,59738225.24,60078435.64,17328383.94,18163641.55,60391579.5,71123027.14,58228068.27,67542262.73,64076054.28,67904766.25,33458751.87,61413063.51,71751876.48,61648191.51,65320695.41,75868880.95,61198492.62
303.9923059,0.792082751,301024.3104,1629096.879,1522462.958,1468547.596,1649899.154,1670172.595,1631427.848,200960.7942,194658.1285,204277.3726,1600796.065,192800.1774,1601044.017,1465430.809,1672788.153,1608316.018,1392972.509,1358019.271,1719474.302,1714255.496,1504464.651,136689.8491,187186.5587,211520.1134,1375104.841,1382032.523,1575490.962,1538380.715,1527960.106,1241059.38,1712298.495,1638432.23,1510047.354,191192.099,1426923.161,1380365.953,176999.6169,158564.2124,1591346.75,1464581.452,1381405.97,1755628.303,1556505.979,1707797.065,2430924.557,1511459.661,1273221.16,1756593.662,1853453.949,1619395.717,1656324.662
331.0700348,0.792082751,0,2930182.168,1857142.515,1776881.436,3273200.608,3193384.965,1974127.582,0,0,0,2872951.479,0,2916635.378,2801843.264,1576365.215,2874214.917,2226748.441,2331825.705,2204997.176,1574844.359,3222113.001,0,2029.270356,5783.581481,2479320.246,2413896.333,1658880.794,2458234.664,1467449.268,2515571.2,1902089.354,2876894.139,1869083.317,2418.873941,2654523.587,2266971.913,0,0,2607395.202,2969032.514,3019390.643,3066004.422,3176638.309,1923546.155,1936052.657,2922053.09,2486205.356,3162164.592,3287957.895,2830877.496,3001071.057
101.0652588,0.792683512,0,16610709.31,6926699.092,17682486.78,19230583.2,15285993.03,15597270.73,0,0,2947087.998,19684016.11,0,19170143.66,21353183.87,20426522.65,19208562.41,14867207.36,19882827.37,19545572,21741639.51,19308097.45,0,3701907.601,3031271.019,20736195.44,21601478.13,16685732.57,21780613.18,21996947.76,20601413.83,22430405.67,21354041.92,21156543.45,3653073.294,21605232.59,23187960.16,0,0,22078855.33,23017006.83,20786472.62,22143374.16,21259526.96,20342709.14,25182289.33,18708932.05,16303020.86,17122869.09,16235505.6,12512631.41,13513575.09
206.055607,0.793930637,0,26555182.64,22235060.76,24004855.69,33247937.77,31925079.9,26263873.83,0,42656.98088,44484.26058,30724124.2,0,28038427.89,32052143.32,22749421.34,30089681.19,21892568.14,21721860.05,26990609.34,25325166.07,30414536.47,0,79127.53546,32501.01969,26669755.71,26296940.34,20272371.27,27261517.18,22108833.28,19806013.92,24439911.08,29050501.24,25429004.4,65042.30218,28012756.47,27618755.35,33364.80626,0,27243942.15,27724467.16,27200667.24,27327073.39,28126420.87,21112603.53,28234723.74,48318332.22,21025814.71,30557601.63,30839485.12,25566190.83,28700484.23
198.0951249,0.796777063,0,11451563.16,12792073.08,13119942.77,9327593.104,11761128.92,15098497.06,0,26844.13136,14107.02758,11362241.91,0,12347270.17,10010752.23,11844657.41,10875105.47,12597689.23,8679902.112,14496469.82,15204069.72,11055942.35,0,37006.69851,227159.8113,11766651.32,10213252.55,13559895.15,12340974.83,14375014.45,11403956.03,13469553.4,10712201.16,14262768.15,28169.18058,11363692.71,13278461.13,64152.10639,0,11646402.38,11158187.7,11227236.35,10353531.49,10849804.29,13433103.6,8450957.603,19351927.87,12370617.86,11349463.31,11858652.03,11758635.37,11821451.65
368.1373756,0.798056852,0,1535714.068,880327.7963,919307.2746,2019904.592,1942979.75,1167627.996,0,0,1244.189937,1793719.607,0,1577102.484,1729426.945,955032.6484,1642710.863,947322.4362,956784.7833,1494371.943,1149474.693,1780152.132,0,0,0,1396037.373,1379085.819,936415.2653,1440647.772,947028.1169,961697.1108,1297745.399,1434193.053,1033810.769,0,1542096.394,1459901.599,718.5379986,0,1466756.73,1634017.106,1355307.084,1711274.776,1525078.921,804419.8243,680724.7658,2162094.25,955536.7795,1886488.872,1724360.016,1304213.719,1734904.081
